ac,swissprot_entry_name,ecogene_accession_number,ordered_locus_name,biologicalmaterial_id,gene_name,ordered_locus_name2
P0A6P5,DER_ECOLI,EG14207,b2511,MG1655,yfgK,JW5403
P17952,MURC_ECOLI,EG10619,b0091,MG1655,murC,JW0089
P0AE16,AMPG_ECOLI,EG12183,b0433,MG1655,ampG,JW0423
P76236,YEAI_ECOLI,EG13495,b1785,MG1655,yeaI,JW1774
P0AC53,G6PD_ECOLI,EG11221,b1852,MG1655,zwf,JW1841
P05793,ILVC_ECOLI,EG10495,b3774,MG1655,ilvC,JW3747
P0AGF4,XYLE_ECOLI,EG11076,b4031,MG1655,xylE,JW3991
P76217,ASTD_ECOLI,EG13997,b1746,MG1655,astD,JW5282
P76217,ASTD_ECOLI,EG13997,b1746,MG1655,ydjU,JW5282
P77377,WZXC_ECOLI,EG13576,b2046,MG1655,wzxC,JW2031
P77377,WZXC_ECOLI,EG13576,b2046,MG1655,wzx,JW2031
P55138,YGCE_ECOLI,EG13033,b2776,MG1655,ygcE,JW5444
P52043,SCPC_ECOLI,EG12973,b2920,MG1655,scpC,JW2887
P52043,SCPC_ECOLI,EG12973,b2920,MG1655,ygfH,JW2887
P75742,DTPD_ECOLI,EG13304,b0709,MG1655,dtpD,JW0699
P75742,DTPD_ECOLI,EG13304,b0709,MG1655,ybgH,JW0699
P02930,TOLC_ECOLI,EG11009,b3035,MG1655,tolC,JW5503
P02930,TOLC_ECOLI,EG11009,b3035,MG1655,colE1-i,JW5503
P02930,TOLC_ECOLI,EG11009,b3035,MG1655,mtcB,JW5503
P02930,TOLC_ECOLI,EG11009,b3035,MG1655,mukA,JW5503
P02930,TOLC_ECOLI,EG11009,b3035,MG1655,refI,JW5503
P02930,TOLC_ECOLI,EG11009,b3035,MG1655,toc,JW5503
P02930,TOLC_ECOLI,EG11009,b3035,MG1655,weeA,JW5503
P45759,GSPE_ECOLI,EG12891,b3326,MG1655,gspE,JW3288
P45759,GSPE_ECOLI,EG12891,b3326,MG1655,yheG,JW3288
P25552,GPPA_ECOLI,EG10413,b3779,MG1655,gppA,JW5603
P25552,GPPA_ECOLI,EG10413,b3779,MG1655,gpp,JW5603
P22188,MURE_ECOLI,EG10621,b0085,MG1655,murE,JW0083
P23883,PUUC_ECOLI,EG10036,b1300,MG1655,puuC,JW1293
P23883,PUUC_ECOLI,EG10036,b1300,MG1655,aldH,JW1293
P77522,SUFB_ECOLI,EG13965,b1683,MG1655,sufB,JW5273
P77522,SUFB_ECOLI,EG13965,b1683,MG1655,ynhE,JW5273
P26612,AMY2_ECOLI,EG11387,b1927,MG1655,amyA,JW1912
P26612,AMY2_ECOLI,EG11387,b1927,MG1655,yedC,JW1912
P76352,YEEO_ECOLI,EG13383,b1985,MG1655,yeeO,JW1965
P42604,UXAA_ECOLI,EG12734,b3091,MG1655,uxaA,JW3062
P42604,UXAA_ECOLI,EG12734,b3091,MG1655,ygjW,JW3062
P0AFF6,NUSA_ECOLI,EG10665,b3169,MG1655,nusA,JW3138
P76237,YEAJ_ECOLI,EG13496,b1786,MG1655,yeaJ,JW5291
P41036,NANT_ECOLI,EG20145,b3224,MG1655,nanT,JW3193
P10121,FTSY_ECOLI,EG10346,b3464,MG1655,ftsY,JW3429
P31447,YIDJ_ECOLI,EG11705,b3678,MG1655,yidJ,JW3654
P0AAB4,UBID_ECOLI,EG11396,b3843,MG1655,ubiD,JW3819
P0AAB4,UBID_ECOLI,EG11396,b3843,MG1655,yigC,JW3819
P0AAB4,UBID_ECOLI,EG11396,b3843,MG1655,yigY,JW3819
P04949,FLIC_ECOLI,EG10321,b1923,MG1655,fliC,JW1908
P04949,FLIC_ECOLI,EG10321,b1923,MG1655,flaF,JW1908
P04949,FLIC_ECOLI,EG10321,b1923,MG1655,hag,JW1908
P37648,YHJJ_ECOLI,EG12254,b3527,MG1655,yhjJ,JW3495
P37677,LYXK_ECOLI,EG12284,b3580,MG1655,lyx,JW3552
P37677,LYXK_ECOLI,EG12284,b3580,MG1655,lyxK,JW3552
P37677,LYXK_ECOLI,EG12284,b3580,MG1655,sgbK,JW3552
P37677,LYXK_ECOLI,EG12284,b3580,MG1655,xylK,JW3552
P37677,LYXK_ECOLI,EG12284,b3580,MG1655,yiaP,JW3552
P31473,RAVA_ECOLI,EG11731,b3746,MG1655,ravA,JW3725
P31473,RAVA_ECOLI,EG11731,b3746,MG1655,yieN,JW3725
P80668,FEAB_ECOLI,EG13179,b1385,MG1655,feaB,JW1380
P80668,FEAB_ECOLI,EG13179,b1385,MG1655,maoB,JW1380
P80668,FEAB_ECOLI,EG13179,b1385,MG1655,padA,JW1380
P80668,FEAB_ECOLI,EG13179,b1385,MG1655,ydbG,JW1380
P77610,ANSP_ECOLI,EG13776,b1453,MG1655,ansP,JW5234
P77610,ANSP_ECOLI,EG13776,b1453,MG1655,yncF,JW5234
P0AEP9,GLCD_ECOLI,EG12997,b2979,MG1655,glcD,JW2946
P0AEP9,GLCD_ECOLI,EG12997,b2979,MG1655,gox,JW2946
P0AEP9,GLCD_ECOLI,EG12997,b2979,MG1655,yghM,JW2946
P43676,PITB_ECOLI,EG12883,b2987,MG1655,pitB,JW2955
P0AFJ7,PITA_ECOLI,EG12230,b3493,MG1655,pitA,JW3460
P0AFJ7,PITA_ECOLI,EG12230,b3493,MG1655,pit,JW3460
P08202,ARAA_ECOLI,EG10052,b0062,MG1655,araA,JW0061
P77304,DTPA_ECOLI,EG13939,b1634,MG1655,dtpA,JW1626
P77304,DTPA_ECOLI,EG13939,b1634,MG1655,tppB,JW1626
P77304,DTPA_ECOLI,EG13939,b1634,MG1655,ydgR,JW1626
P09835,UHPB_ECOLI,EG11052,b3668,MG1655,uhpB,JW3643
P0C0L7,PROP_ECOLI,EG11612,b4111,MG1655,proP,JW4072
P39282,YJEM_ECOLI,EG12475,b4156,MG1655,yjeM,JW5739
P39342,YJGR_ECOLI,EG12537,b4263,MG1655,yjgR,JW4220
Q6BEX0,YTFR_ECOLI,EG12518,b4485,MG1655,ytfR,JW5752
Q6BEX0,YTFR_ECOLI,EG12518,b4485,MG1655,ytfS,JW5752
P13035,GLPD_ECOLI,EG10394,b3426,MG1655,glpD,JW3389
P13035,GLPD_ECOLI,EG10394,b3426,MG1655,glyD,JW3389
P04983,RBSA_ECOLI,EG10814,b3749,MG1655,rbsA,JW3728
P07117,PUTP_ECOLI,EG10802,b1015,MG1655,putP,JW1001
P77804,YDGA_ECOLI,EG12457,b1614,MG1655,ydgA,JW1606
Q46901,CSE1_ECOLI,EG13119,b2760,MG1655,casA,JW2730
Q46901,CSE1_ECOLI,EG13119,b2760,MG1655,cse1,JW2730
Q46901,CSE1_ECOLI,EG13119,b2760,MG1655,ygcL,JW2730
P0A6F3,GLPK_ECOLI,EG10398,b3926,MG1655,glpK,JW3897
P77509,YPHE_ECOLI,EG13466,b2547,MG1655,yphE,JW2531
P68767,AMPA_ECOLI,EG10694,b4260,MG1655,pepA,JW4217
P68767,AMPA_ECOLI,EG10694,b4260,MG1655,carP,JW4217
P68767,AMPA_ECOLI,EG10694,b4260,MG1655,xerB,JW4217
P31553,CAIT_ECOLI,EG11561,b0040,MG1655,caiT,JW0039
P31553,CAIT_ECOLI,EG11561,b0040,MG1655,yaaP,JW0039
P0AAF3,ARAG_ECOLI,EG10058,b1900,MG1655,araG,JW1888
P37013,NORR_ECOLI,EG12108,b2709,MG1655,norR,JW5843
P37013,NORR_ECOLI,EG12108,b2709,MG1655,ygaA,JW5843
P15723,DGTP_ECOLI,EG10225,b0160,MG1655,dgt,JW0156
P0AG16,PUR1_ECOLI,EG10794,b2312,MG1655,purF,JW2309
P0A8N3,SYK1_ECOLI,EG10552,b2890,MG1655,lysS,JW2858
P0A8N3,SYK1_ECOLI,EG10552,b2890,MG1655,asuD,JW2858
P0A8N3,SYK1_ECOLI,EG10552,b2890,MG1655,herC,JW2858
P0A8N5,SYK2_ECOLI,EG10553,b4129,MG1655,lysU,JW4090
P0AAG8,MGLA_ECOLI,EG10592,b2149,MG1655,mglA,JW2136
P39263,YFCC_ECOLI,EG12607,b2298,MG1655,yfcC,JW2295
P50466,AER_ECOLI,EG12955,b3072,MG1655,aer,JW3043
P50466,AER_ECOLI,EG12955,b3072,MG1655,air,JW3043
P50466,AER_ECOLI,EG12955,b3072,MG1655,yqjJ,JW3043
P22787,YIFB_ECOLI,EG11260,b3765,MG1655,yifB,JW3738
P75995,YCGG_ECOLI,EG13888,b1168,MG1655,ycgG,JW5174
P77698,YBCK_ECOLI,EG13627,b0544,MG1655,ybcK,JW0532
P46133,ABGT_ECOLI,EG12853,b1336,MG1655,abgT,JW5822
P46133,ABGT_ECOLI,EG12853,b1336,MG1655,ydaH,JW5822
P0AFE8,NUOM_ECOLI,EG11773,b2277,MG1655,nuoM,JW2272
P75726,CILA_ECOLI,EG13541,b0615,MG1655,citF,JW5087
P75726,CILA_ECOLI,EG13541,b0615,MG1655,ybdV,JW5087
P29013,YCGB_ECOLI,EG11516,b1188,MG1655,ycgB,JW1177
P07001,PNTA_ECOLI,EG10744,b1603,MG1655,pntA,JW1595
P76361,YEER_ECOLI,EG13385,b2001,MG1655,yeeR,JW1983
P32721,ALSA_ECOLI,EG11959,b4087,MG1655,alsA,JW4048
P32721,ALSA_ECOLI,EG11959,b4087,MG1655,yjcW,JW4048
P33136,OPGG_ECOLI,EG11885,b1048,MG1655,mdoG,JW1035
P33136,OPGG_ECOLI,EG11885,b1048,MG1655,opgG,JW1035
P0AF16,MURJ_ECOLI,EG13880,b1069,MG1655,murJ,JW1056
P0AF16,MURJ_ECOLI,EG13880,b1069,MG1655,mviN,JW1056
P0AF16,MURJ_ECOLI,EG13880,b1069,MG1655,yceN,JW1056
P63235,GADC_ECOLI,EG12456,b1492,MG1655,gadC,JW1487
P63235,GADC_ECOLI,EG12456,b1492,MG1655,acsA,JW1487
P63235,GADC_ECOLI,EG12456,b1492,MG1655,xasA,JW1487
P77257,LSRA_ECOLI,EG13806,b1513,MG1655,lsrA,JW1506
P77257,LSRA_ECOLI,EG13806,b1513,MG1655,ego,JW1506
P77257,LSRA_ECOLI,EG13806,b1513,MG1655,ydeX,JW1506
P76224,YNJC_ECOLI,EG14005,b1755,MG1655,ynjC,JW5285
P23930,LNT_ECOLI,EG10168,b0657,MG1655,lnt,JW0654
P23930,LNT_ECOLI,EG10168,b0657,MG1655,cutE,JW0654
P75797,GSIB_ECOLI,EG13473,b0830,MG1655,gsiB,JW5111
P75797,GSIB_ECOLI,EG13473,b0830,MG1655,yliB,JW5111
P11349,NARH_ECOLI,EG10639,b1225,MG1655,narH,JW1216
P52600,EMRY_ECOLI,EG13283,b2367,MG1655,emrY,JW2364
P0AEJ0,EMRB_ECOLI,EG11439,b2686,MG1655,emrB,JW2661
P37685,ALDB_ECOLI,EG12292,b3588,MG1655,aldB,JW3561
P37685,ALDB_ECOLI,EG12292,b3588,MG1655,yiaX,JW3561
P23890,CADC_ECOLI,EG10133,b4133,MG1655,cadC,JW4094
P0AFA7,NHAB_ECOLI,EG11392,b1186,MG1655,nhaB,JW1175
P07604,TYRR_ECOLI,EG11042,b1323,MG1655,tyrR,JW1316
P0AFL6,PPX_ECOLI,EG11403,b2502,MG1655,ppx,JW2487
P37388,XYLG_ECOLI,EG12275,b3567,MG1655,xylG,JW3539
P0ABB0,ATPA_ECOLI,EG10098,b3734,MG1655,atpA,JW3712
P0ABB0,ATPA_ECOLI,EG10098,b3734,MG1655,papA,JW3712
P0ABB0,ATPA_ECOLI,EG10098,b3734,MG1655,uncA,JW3712
P26459,APPC_ECOLI,EG11380,b0978,MG1655,appC,JW0960
P26459,APPC_ECOLI,EG11380,b0978,MG1655,cbdA,JW0960
P26459,APPC_ECOLI,EG11380,b0978,MG1655,cyxA,JW0960
P19318,NARY_ECOLI,EG10647,b1467,MG1655,narY,JW1462
P37689,GPMI_ECOLI,EG12296,b3612,MG1655,gpmI,JW3587
P37689,GPMI_ECOLI,EG12296,b3612,MG1655,pgmI,JW3587
P37689,GPMI_ECOLI,EG12296,b3612,MG1655,yibO,JW3587
P04968,ILVA_ECOLI,EG10493,b3772,MG1655,ilvA,JW3745
P02916,MALF_ECOLI,EG10555,b4033,MG1655,malF,JW3993
P77187,YAHF_ECOLI,EG13590,b0320,MG1655,yahF,JW0312
P31806,NNR_ECOLI,EG11758,b4167,MG1655,nnr,JW4125
P31806,NNR_ECOLI,EG11758,b4167,MG1655,yjeF,JW4125
P36649,CUEO_ECOLI,EG12318,b0123,MG1655,cueO,JW0119
P36649,CUEO_ECOLI,EG12318,b0123,MG1655,yacK,JW0119
P77473,YLAB_ECOLI,EG14237,b0457,MG1655,ylaB,JW5062
P76128,DDPA_ECOLI,EG13790,b1487,MG1655,ddpA,JW5240
P76128,DDPA_ECOLI,EG13790,b1487,MG1655,yddS,JW5240
P37342,YJJI_ECOLI,EG12171,b4380,MG1655,yjjI,JW4343
P37342,YJJI_ECOLI,EG12171,b4380,MG1655,yjjH,JW4343
P31552,CAIC_ECOLI,EG11558,b0037,MG1655,caiC,JW0036
P31552,CAIC_ECOLI,EG11558,b0037,MG1655,yaaM,JW0036
P0AEC0,YOAE_ECOLI,EG13517,b1816,MG1655,yoaE,JW1805
P76446,RTN_ECOLI,EG14077,b2176,MG1655,rtn,JW2164
P0AGC5,MLTF_ECOLI,EG11373,b2558,MG1655,mltF,JW2542
P0AGC5,MLTF_ECOLI,EG11373,b2558,MG1655,yfhD,JW2542
P0A6W9,GSH1_ECOLI,EG10418,b2688,MG1655,gshA,JW2663
P0A6W9,GSH1_ECOLI,EG10418,b2688,MG1655,gsh-I,JW2663
P00895,TRPE_ECOLI,EG11028,b1264,MG1655,trpE,JW1256
P35340,AHPF_ECOLI,EG11385,b0606,MG1655,ahpF,JW0599
P39391,YJIT_ECOLI,EG12581,b4342,MG1655,yjiT,JW5787
P0ABJ9,CYDA_ECOLI,EG10173,b0733,MG1655,cydA,JW0722
P0ABJ9,CYDA_ECOLI,EG10173,b0733,MG1655,cyd-1,JW0722
P09151,LEU1_ECOLI,EG11226,b0074,MG1655,leuA,JW0073
P39829,GARD_ECOLI,EG12522,b3128,MG1655,garD,JW3097
P39829,GARD_ECOLI,EG12522,b3128,MG1655,yhaG,JW3097
P37657,BCSE_ECOLI,EG12263,b3536,MG1655,bcsE,JW3504
P37657,BCSE_ECOLI,EG12263,b3536,MG1655,yhjS,JW3504
P33590,NIKA_ECOLI,EG12075,b3476,MG1655,nikA,JW3441
P04079,GUAA_ECOLI,EG10420,b2507,MG1655,guaA,JW2491
P77437,HYFF_ECOLI,EG14214,b2486,MG1655,hyfF,JW2471
P75785,OPGE_ECOLI,EG13321,b0815,MG1655,opgE,JW0800
P75785,OPGE_ECOLI,EG13321,b0815,MG1655,ybiP,JW0800
P76389,YEGH_ECOLI,EG14051,b2063,MG1655,yegH,JW5336
P77743,PRPR_ECOLI,EG13600,b0330,MG1655,prpR,JW0322
P77743,PRPR_ECOLI,EG13600,b0330,MG1655,yahP,JW0322
P32701,YJCC_ECOLI,EG11938,b4061,MG1655,yjcC,JW4022
P33916,YEJF_ECOLI,EG12041,b2180,MG1655,yejF,JW2168
P15639,PUR9_ECOLI,EG10795,b4006,MG1655,purH,JW3970
P08957,T1MK_ECOLI,EG10458,b4349,MG1655,hsdM,JW4312
P08957,T1MK_ECOLI,EG10458,b4349,MG1655,hsm,JW4312
P0A7I4,RF3_ECOLI,EG12114,b4375,MG1655,prfC,JW5873
P0A7I4,RF3_ECOLI,EG12114,b4375,MG1655,miaD,JW5873
P0A7I4,RF3_ECOLI,EG12114,b4375,MG1655,tos,JW5873
P0A9U3,YBIT_ECOLI,EG13325,b0820,MG1655,ybiT,JW0804
P77432,LSRK_ECOLI,EG13804,b1511,MG1655,lsrK,JW1504
P77432,LSRK_ECOLI,EG13804,b1511,MG1655,ydeV,JW1504
P19642,PTOCB_ECOLI,EG10563,b1621,MG1655,malX,JW1613
P00904,TRPGD_ECOLI,EG11027,b1263,MG1655,trpGD,JW1255
P00904,TRPGD_ECOLI,EG11027,b1263,MG1655,trpD,JW1255
P37766,YDIF_ECOLI,EG12432,b1694,MG1655,ydiF,JW1684
P76261,ADRB_ECOLI,EG13516,b1815,MG1655,adrB,JW1804
P76261,ADRB_ECOLI,EG13516,b1815,MG1655,yoaD,JW1804
P38035,RTCR_ECOLI,EG12356,b3422,MG1655,rtcR,JW3385
P38035,RTCR_ECOLI,EG12356,b3422,MG1655,yhgB,JW3385
P07018,MCP4_ECOLI,EG10987,b1885,MG1655,tap,JW1874
P08997,MASY_ECOLI,EG10023,b4014,MG1655,aceB,JW3974
P08997,MASY_ECOLI,EG10023,b4014,MG1655,mas,JW3974
P77148,YDHS_ECOLI,EG13953,b1668,MG1655,ydhS,JW1658
Q46863,YGIS_ECOLI,EG13021,b3020,MG1655,ygiS,JW2988
P23847,DPPA_ECOLI,EG10248,b3544,MG1655,dppA,JW3513
P37629,YHIL_ECOLI,EG12227,b4660,MG1655,yhiL,JW3457
P31549,THIP_ECOLI,EG11573,b0067,MG1655,thiP,JW0066
P31549,THIP_ECOLI,EG11573,b0067,MG1655,yabK,JW0066
P77713,YAGH_ECOLI,EG13347,b0271,MG1655,yagH,JW0264
P10378,ENTE_ECOLI,EG10263,b0594,MG1655,entE,JW0586
P77348,MPPA_ECOLI,EG13376,b1329,MG1655,mppA,JW1322
P77348,MPPA_ECOLI,EG13376,b1329,MG1655,ynaH,JW1322
P52127,YFJL_ECOLI,EG13198,b2628,MG1655,yfjL,JW2609
P26218,BGLH_ECOLI,EG11364,b3720,MG1655,bglH,JW3698
P26218,BGLH_ECOLI,EG11364,b3720,MG1655,yieC,JW3698
P10902,NADB_ECOLI,EG10631,b2574,MG1655,nadB,JW2558
P10902,NADB_ECOLI,EG10631,b2574,MG1655,nicB,JW2558
P22259,PCKA_ECOLI,EG10688,b3403,MG1655,pckA,JW3366
P22259,PCKA_ECOLI,EG10688,b3403,MG1655,pck,JW3366
P37627,YHIJ_ECOLI,EG12225,b3488,MG1655,yhiJ,JW3455
Q46808,YQEB_ECOLI,EG13058,b2875,MG1655,yqeB,JW2843
P42640,YHBX_ECOLI,EG12793,b3173,MG1655,yhbX,JW5534
P33224,AIDB_ECOLI,EG11811,b4187,MG1655,aidB,JW5867
P0A9C0,GLPA_ECOLI,EG10391,b2241,MG1655,glpA,JW2235
P23843,OPPA_ECOLI,EG10674,b1243,MG1655,oppA,JW1235
P0AF43,YJBB_ECOLI,EG11919,b4020,MG1655,yjbB,JW3980
P0AEC8,DCUS_ECOLI,EG12465,b4125,MG1655,dcuS,JW4086
P0AEC8,DCUS_ECOLI,EG12465,b4125,MG1655,yjdH,JW4086
P0A7E5,PYRG_ECOLI,EG10810,b2780,MG1655,pyrG,JW2751
P36938,PGM_ECOLI,EG12144,b0688,MG1655,pgm,JW0675
P43671,PQIB_ECOLI,EG12966,b0951,MG1655,pqiB,JW0934
P43671,PQIB_ECOLI,EG12966,b0951,MG1655,pqi5B,JW0934
P05704,MCP3_ECOLI,EG11018,b1421,MG1655,trg,JW1417
P0A6A0,UBIB_ECOLI,EG11476,b3835,MG1655,ubiB,JW3812
P0A6A0,UBIB_ECOLI,EG11476,b3835,MG1655,aarF,JW3812
P0A6A0,UBIB_ECOLI,EG11476,b3835,MG1655,yigQ,JW3812
P0A6A0,UBIB_ECOLI,EG11476,b3835,MG1655,yigR,JW3812
P0A6A0,UBIB_ECOLI,EG11476,b3835,MG1655,yigS,JW3812
P77694,ECPD_ECOLI,EG13562,b0290,MG1655,ecpD,JW0284
P77694,ECPD_ECOLI,EG13562,b0290,MG1655,matE,JW0284
P77694,ECPD_ECOLI,EG13562,b0290,MG1655,yagW,JW0284
P33235,FLGK_ECOLI,EG11967,b1082,MG1655,flgK,JW1069
P33235,FLGK_ECOLI,EG11967,b1082,MG1655,flaS,JW1069
P33235,FLGK_ECOLI,EG11967,b1082,MG1655,flaW,JW1069
Q47622,SAPA_ECOLI,EG20254,b1294,MG1655,sapA,JW1287
P33941,YOJI_ECOLI,EG12070,b2211,MG1655,yojI,JW2199
P33941,YOJI_ECOLI,EG12070,b2211,MG1655,yojJ,JW2199
P30845,EPTA_ECOLI,EG11613,b4114,MG1655,eptA,JW5730
P30845,EPTA_ECOLI,EG11613,b4114,MG1655,pmrC,JW5730
P30845,EPTA_ECOLI,EG11613,b4114,MG1655,yjdB,JW5730
P0AC33,FUMA_ECOLI,EG10356,b1612,MG1655,fumA,JW1604
P38135,FADK_ECOLI,EG12357,b1701,MG1655,fadK,JW5910
P38135,FADK_ECOLI,EG12357,b1701,MG1655,ydiD,JW5910
P33940,MQO_ECOLI,EG12069,b2210,MG1655,mqo,JW2198
P33940,MQO_ECOLI,EG12069,b2210,MG1655,yojH,JW2198
P25714,YIDC_ECOLI,EG11197,b3705,MG1655,yidC,JW3683
P14407,FUMB_ECOLI,EG10357,b4122,MG1655,fumB,JW4083
P0A6F5,CH60_ECOLI,EG10599,b4143,MG1655,groL,JW4103
P0A6F5,CH60_ECOLI,EG10599,b4143,MG1655,groEL,JW4103
P0A6F5,CH60_ECOLI,EG10599,b4143,MG1655,mopA,JW4103
P00892,ILVG_ECOLI,EG10498,b4488,MG1655,ilvG,
P76463,YFAQ_ECOLI,EG14079,b2226,MG1655,yfaQ,JW2220
P62601,TREF_ECOLI,EG12245,b3519,MG1655,treF,JW3487
P0A6T1,G6PI_ECOLI,EG10702,b4025,MG1655,pgi,JW3985
P32703,YJCE_ECOLI,EG11940,b4065,MG1655,yjcE,JW4026
P32705,ACTP_ECOLI,EG11942,b4067,MG1655,actP,JW4028
P32705,ACTP_ECOLI,EG11942,b4067,MG1655,yjcG,JW4028
P07024,USHA_ECOLI,EG11060,b0480,MG1655,ushA,JW0469
P75825,HCP_ECOLI,EG13692,b0873,MG1655,hcp,JW0857
P75825,HCP_ECOLI,EG13692,b0873,MG1655,ybjW,JW0857
P76473,ARNT_ECOLI,EG14093,b2257,MG1655,arnT,JW2251
P76473,ARNT_ECOLI,EG14093,b2257,MG1655,pmrK,JW2251
P76473,ARNT_ECOLI,EG14093,b2257,MG1655,yfbI,JW2251
P33595,SGRR_ECOLI,EG12094,b0069,MG1655,sgrR,JW0068
P33595,SGRR_ECOLI,EG12094,b0069,MG1655,yabN,JW0068
P40120,OPGD_ECOLI,EG12859,b1424,MG1655,mdoD,JW1420
P40120,OPGD_ECOLI,EG12859,b1424,MG1655,opgD,JW1420
P40120,OPGD_ECOLI,EG12859,b1424,MG1655,ydcG,JW1420
P40120,OPGD_ECOLI,EG12859,b1424,MG1655,yzzZ,JW1420
P33231,LLDP_ECOLI,EG11961,b3603,MG1655,lldP,JW3578
P33231,LLDP_ECOLI,EG11961,b3603,MG1655,lctP,JW3578
P25549,ASLA_ECOLI,EG10089,b3801,MG1655,aslA,JW3773
P25549,ASLA_ECOLI,EG10089,b3801,MG1655,atsA,JW3773
P28904,TREC_ECOLI,EG11402,b4239,MG1655,treC,JW4198
P28904,TREC_ECOLI,EG11402,b4239,MG1655,olgH,JW4198
P02942,MCP1_ECOLI,EG11034,b4355,MG1655,tsr,JW4318
P02942,MCP1_ECOLI,EG11034,b4355,MG1655,cheD,JW4318
P77510,DPIB_ECOLI,EG13646,b0619,MG1655,dpiB,JW0611
P77510,DPIB_ECOLI,EG13646,b0619,MG1655,citA,JW0611
P77510,DPIB_ECOLI,EG13646,b0619,MG1655,mpdB,JW0611
P77510,DPIB_ECOLI,EG13646,b0619,MG1655,ybeP,JW0611
P75828,YBJD_ECOLI,EG13425,b0876,MG1655,ybjD,JW0860
P25798,FLIF_ECOLI,EG11347,b1938,MG1655,fliF,JW1922
P25798,FLIF_ECOLI,EG11347,b1938,MG1655,fla,JW1922
P25798,FLIF_ECOLI,EG11347,b1938,MG1655,AII.1,JW1922
P25798,FLIF_ECOLI,EG11347,b1938,MG1655,fla,JW1922
P25798,FLIF_ECOLI,EG11347,b1938,MG1655,BI,JW1922
P32710,NRFE_ECOLI,EG11948,b4074,MG1655,nrfE,JW4035
P32710,NRFE_ECOLI,EG11948,b4074,MG1655,yjcL,JW4035
P07017,MCP2_ECOLI,EG10988,b1886,MG1655,tar,JW1875
P07017,MCP2_ECOLI,EG10988,b1886,MG1655,cheM,JW1875
P05824,RECN_ECOLI,EG10831,b2616,MG1655,recN,JW5416
P05824,RECN_ECOLI,EG10831,b2616,MG1655,radB,JW5416
P77306,YQIK_ECOLI,EG14232,b3051,MG1655,yqiK,JW3023
P60872,YIDE_ECOLI,EG11536,b3685,MG1655,yidE,JW3662
P60872,YIDE_ECOLI,EG11536,b3685,MG1655,yibE,JW3662
P77397,MHPA_ECOLI,EG20273,b0347,MG1655,mhpA,JW0338
P22106,ASNB_ECOLI,EG10092,b0674,MG1655,asnB,JW0660
P00962,SYQ_ECOLI,EG10390,b0680,MG1655,glnS,JW0666
Q47208,FDRA_ECOLI,EG13399,b0518,MG1655,fdrA,JW0506
Q47208,FDRA_ECOLI,EG13399,b0518,MG1655,ylbD,JW0506
P77329,HYFG_ECOLI,EG14215,b2487,MG1655,hyfG,JW2472
P0A9W3,YJJK_ECOLI,EG12343,b4391,MG1655,yjjK,JW4354
P17444,BETA_ECOLI,EG10109,b0311,MG1655,betA,JW0303
P77319,HSCC_ECOLI,EG13653,b0650,MG1655,hscC,JW0645
P77319,HSCC_ECOLI,EG13653,b0650,MG1655,ybeW,JW0645
P17109,MEND_ECOLI,EG10579,b2264,MG1655,menD,JW5374
P03959,ATKA_ECOLI,EG10513,b0698,MG1655,kdpA,JW0686
P0AG67,RS1_ECOLI,EG10900,b0911,MG1655,rpsA,JW0894
P0AG67,RS1_ECOLI,EG10900,b0911,MG1655,ssyF,JW0894
P39830,YBAL_ECOLI,EG12623,b0478,MG1655,ybaL,JW0467
P39830,YBAL_ECOLI,EG12623,b0478,MG1655,ylaA,JW0467
P0AFR2,DAUA_ECOLI,EG12392,b1206,MG1655,dauA,JW5189
P0AFR2,DAUA_ECOLI,EG12392,b1206,MG1655,ychM,JW5189
P76041,SUCP_ECOLI,EG13910,b1309,MG1655,ycjM,JW1302
P37659,BCSG_ECOLI,EG12265,b3538,MG1655,bcsG,JW3506
P37659,BCSG_ECOLI,EG12265,b3538,MG1655,yhjU,JW3506
P77318,YDEN_ECOLI,EG13796,b1498,MG1655,ydeN,JW5243
Q46839,GLCA_ECOLI,EG12995,b2975,MG1655,glcA,JW2942
Q46839,GLCA_ECOLI,EG12995,b2975,MG1655,yghK,JW2942
P25772,LIGB_ECOLI,EG11334,b3647,MG1655,ligB,JW3622
P25772,LIGB_ECOLI,EG11334,b3647,MG1655,yicF,JW3622
P60869,YBJL_ECOLI,EG13681,b0847,MG1655,ybjL,JW0831
P31826,YDDA_ECOLI,EG11742,b1496,MG1655,yddA,JW5242
P69451,LCFA_ECOLI,EG11530,b1805,MG1655,fadD,JW1794
P69451,LCFA_ECOLI,EG11530,b1805,MG1655,oldD,JW1794
P0AD14,YEHU_ECOLI,EG12007,b2126,MG1655,yehU,JW5353
P17994,YFAA_ECOLI,EG11142,b2230,MG1655,yfaA,JW2224
P17994,YFAA_ECOLI,EG11142,b2230,MG1655,pufY,JW2224
P08142,ILVB_ECOLI,EG10494,b3671,MG1655,ilvB,JW3646
P20966,PTFBC_ECOLI,EG10336,b2167,MG1655,fruA,JW2154
P20966,PTFBC_ECOLI,EG10336,b2167,MG1655,ptsF,JW2154
P37661,EPTB_ECOLI,EG12267,b3546,MG1655,eptB,JW5660
P37661,EPTB_ECOLI,EG12267,b3546,MG1655,yhjW,JW5660
P76330,YEDQ_ECOLI,EG14040,b1956,MG1655,yedQ,JW5832
P0AFI0,OXC_ECOLI,EG14143,b2373,MG1655,oxc,JW2370
